Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient


Interval:,1,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C
202,9/12/2014,10:38:17 PM,44,27.4
203,9/12/2014,10:38:18 PM,44,27.4
204,9/12/2014,10:38:19 PM,44,27.4
205,9/12/2014,10:38:20 PM,44,27.4
206,9/12/2014,10:38:21 PM,44,27.4
207,9/12/2014,10:38:22 PM,44,27.4
208,9/12/2014,10:38:23 PM,44,27.4
209,9/12/2014,10:38:24 PM,44,27.4
210,9/12/2014,10:38:25 PM,44,27.4
211,9/12/2014,10:38:26 PM,44,27.4
212,9/12/2014,10:38:27 PM,44,27.4
213,9/12/2014,10:38:28 PM,44,27.4
214,9/12/2014,10:38:29 PM,44,27.4
215,9/12/2014,10:38:30 PM,43,27.4
216,9/12/2014,10:38:31 PM,43,27.4
217,9/12/2014,10:38:32 PM,43,27.4
218,9/12/2014,10:38:34 PM,43,27.4
219,9/12/2014,10:38:35 PM,43,27.4
220,9/12/2014,10:38:36 PM,43,27.4
221,9/12/2014,10:38:37 PM,43,27.4
222,9/12/2014,10:38:38 PM,43,27.4
223,9/12/2014,10:38:39 PM,43,27.4
224,9/12/2014,10:38:40 PM,43,27.4
225,9/12/2014,10:38:41 PM,43,27.4
226,9/12/2014,10:38:42 PM,43,27.4
227,9/12/2014,10:38:43 PM,43,27.4
228,9/12/2014,10:38:44 PM,43,27.4
229,9/12/2014,10:38:45 PM,43,27.4
230,9/12/2014,10:38:46 PM,43,27.4
231,9/12/2014,10:38:47 PM,43,27.4
232,9/12/2014,10:38:48 PM,43,27.4
233,9/12/2014,10:38:49 PM,43,27.4
234,9/12/2014,10:38:50 PM,43,27.4
235,9/12/2014,10:38:51 PM,43,27.4
236,9/12/2014,10:38:52 PM,43,27.4
237,9/12/2014,10:38:53 PM,43,27.4
238,9/12/2014,10:38:54 PM,43,27.4
239,9/12/2014,10:38:55 PM,43,27.4
240,9/12/2014,10:38:56 PM,43,27.4
241,9/12/2014,10:38:57 PM,43,27.4
242,9/12/2014,10:38:58 PM,43,27.4
243,9/12/2014,10:38:59 PM,43,27.4
244,9/12/2014,10:39:00 PM,43,27.4
245,9/12/2014,10:39:01 PM,43,27.4
246,9/12/2014,10:39:02 PM,43,27.4
247,9/12/2014,10:39:03 PM,43,27.4
248,9/12/2014,10:39:04 PM,43,27.4
249,9/12/2014,10:39:05 PM,43,27.4
250,9/12/2014,10:39:06 PM,43,27.4
251,9/12/2014,10:39:07 PM,43,27.4
252,9/12/2014,10:39:08 PM,43,27.4
253,9/12/2014,10:39:09 PM,43,27.4
254,9/12/2014,10:39:10 PM,43,27.4
255,9/12/2014,10:39:11 PM,43,27.4
256,9/12/2014,10:39:12 PM,43,27.4
257,9/12/2014,10:39:13 PM,43,27.4
258,9/12/2014,10:39:14 PM,43,27.4
259,9/12/2014,10:39:15 PM,43,27.4
260,9/12/2014,10:39:16 PM,43,27.4
261,9/12/2014,10:39:17 PM,43,27.4
262,9/12/2014,10:39:18 PM,43,27.4
263,9/12/2014,10:39:19 PM,43,27.4
264,9/12/2014,10:39:20 PM,43,27.4
265,9/12/2014,10:39:21 PM,43,27.4
266,9/12/2014,10:39:22 PM,43,27.4
267,9/12/2014,10:39:23 PM,42,27.4
268,9/12/2014,10:39:24 PM,42,27.4
269,9/12/2014,10:39:25 PM,42,27.4
270,9/12/2014,10:39:26 PM,42,27.4
271,9/12/2014,10:39:27 PM,42,27.4
272,9/12/2014,10:39:28 PM,42,27.4
273,9/12/2014,10:39:29 PM,42,27.4
274,9/12/2014,10:39:30 PM,42,27.4
275,9/12/2014,10:39:31 PM,42,27.4
276,9/12/2014,10:39:32 PM,42,27.4
277,9/12/2014,10:39:33 PM,42,27.4
278,9/12/2014,10:39:34 PM,42,27.4
279,9/12/2014,10:39:35 PM,42,27.4
280,9/12/2014,10:39:36 PM,42,27.4
281,9/12/2014,10:39:37 PM,42,27.4
282,9/12/2014,10:39:38 PM,42,27.4
283,9/12/2014,10:39:39 PM,42,27.4
284,9/12/2014,10:39:40 PM,42,27.4
285,9/12/2014,10:39:41 PM,42,27.4
286,9/12/2014,10:39:42 PM,42,27.4
287,9/12/2014,10:39:43 PM,42,27.4
288,9/12/2014,10:39:44 PM,42,27.4
289,9/12/2014,10:39:45 PM,42,27.4
290,9/12/2014,10:39:47 PM,42,27.4
291,9/12/2014,10:39:48 PM,42,27.4
292,9/12/2014,10:39:49 PM,42,27.4
293,9/12/2014,10:39:50 PM,42,27.4
294,9/12/2014,10:39:51 PM,42,27.4
295,9/12/2014,10:39:52 PM,42,27.4
296,9/12/2014,10:39:53 PM,42,27.4
297,9/12/2014,10:39:54 PM,42,27.4
298,9/12/2014,10:39:55 PM,42,27.4
299,9/12/2014,10:39:56 PM,42,27.4
300,9/12/2014,10:39:57 PM,42,27.4
301,9/12/2014,10:39:58 PM,42,27.4
302,9/12/2014,10:39:59 PM,42,27.4
303,9/12/2014,10:40:00 PM,42,27.4
304,9/12/2014,10:40:01 PM,42,27.4
305,9/12/2014,10:40:02 PM,42,27.4
306,9/12/2014,10:40:03 PM,42,27.4
307,9/12/2014,10:40:04 PM,42,27.4
308,9/12/2014,10:40:05 PM,42,27.4
309,9/12/2014,10:40:06 PM,42,27.4
310,9/12/2014,10:40:07 PM,42,27.4
311,9/12/2014,10:40:08 PM,42,27.4
312,9/12/2014,10:40:09 PM,42,27.4
313,9/12/2014,10:40:10 PM,41,27.4
314,9/12/2014,10:40:11 PM,41,27.4
315,9/12/2014,10:40:12 PM,42,27.4
316,9/12/2014,10:40:13 PM,42,27.4
317,9/12/2014,10:40:14 PM,42,27.4
318,9/12/2014,10:40:15 PM,42,27.4
319,9/12/2014,10:40:16 PM,42,27.4
320,9/12/2014,10:40:17 PM,42,27.4
321,9/12/2014,10:40:18 PM,42,27.4
322,9/12/2014,10:40:19 PM,42,27.4
323,9/12/2014,10:40:20 PM,42,27.4
324,9/12/2014,10:40:21 PM,42,27.4
325,9/12/2014,10:40:22 PM,42,27.4
326,9/12/2014,10:40:23 PM,42,27.4
327,9/12/2014,10:40:24 PM,42,27.4
328,9/12/2014,10:40:25 PM,42,27.4
329,9/12/2014,10:40:26 PM,42,27.4
330,9/12/2014,10:40:27 PM,42,27.4
331,9/12/2014,10:40:28 PM,42,27.4
332,9/12/2014,10:40:29 PM,42,27.4
333,9/12/2014,10:40:30 PM,42,27.4
334,9/12/2014,10:40:31 PM,42,27.4
335,9/12/2014,10:40:32 PM,42,27.4
336,9/12/2014,10:40:33 PM,41,27.4
337,9/12/2014,10:40:34 PM,41,27.4
338,9/12/2014,10:40:35 PM,41,27.4
339,9/12/2014,10:40:36 PM,41,27.4
340,9/12/2014,10:40:37 PM,41,27.4
341,9/12/2014,10:40:38 PM,41,27.4
342,9/12/2014,10:40:39 PM,41,27.4
343,9/12/2014,10:40:40 PM,41,27.4
344,9/12/2014,10:40:41 PM,41,27.4
345,9/12/2014,10:40:42 PM,41,27.4
346,9/12/2014,10:40:43 PM,41,27.4
347,9/12/2014,10:40:44 PM,41,27.4
348,9/12/2014,10:40:45 PM,41,27.4
349,9/12/2014,10:40:46 PM,41,27.4
350,9/12/2014,10:40:47 PM,41,27.4
351,9/12/2014,10:40:48 PM,41,27.4
352,9/12/2014,10:40:49 PM,41,27.4
353,9/12/2014,10:40:50 PM,41,27.4
354,9/12/2014,10:40:51 PM,41,27.4
355,9/12/2014,10:40:52 PM,41,27.4
356,9/12/2014,10:40:53 PM,41,27.4
357,9/12/2014,10:40:54 PM,41,27.4
358,9/12/2014,10:40:55 PM,41,27.4
359,9/12/2014,10:40:56 PM,41,27.4
360,9/12/2014,10:40:57 PM,41,27.4
361,9/12/2014,10:40:59 PM,41,27.4
362,9/12/2014,10:41:00 PM,41,27.4
363,9/12/2014,10:41:01 PM,41,27.4
364,9/12/2014,10:41:02 PM,41,27.4
365,9/12/2014,10:41:03 PM,41,27.4
366,9/12/2014,10:41:04 PM,41,27.4
367,9/12/2014,10:41:05 PM,41,27.4
368,9/12/2014,10:41:06 PM,41,27.4
369,9/12/2014,10:41:07 PM,41,27.4
370,9/12/2014,10:41:08 PM,41,27.4
371,9/12/2014,10:41:09 PM,41,27.4
372,9/12/2014,10:41:10 PM,41,27.4
373,9/12/2014,10:41:11 PM,41,27.4
374,9/12/2014,10:41:12 PM,41,27.4
375,9/12/2014,10:41:13 PM,41,27.4
376,9/12/2014,10:41:14 PM,41,27.4
377,9/12/2014,10:41:15 PM,41,27.4
378,9/12/2014,10:41:16 PM,41,27.4
379,9/12/2014,10:41:17 PM,41,27.4
380,9/12/2014,10:41:18 PM,41,27.4
381,9/12/2014,10:41:19 PM,41,27.4
382,9/12/2014,10:41:20 PM,41,27.4
383,9/12/2014,10:41:21 PM,41,27.4
384,9/12/2014,10:41:22 PM,41,27.4
385,9/12/2014,10:41:23 PM,41,27.4
386,9/12/2014,10:41:24 PM,41,27.4
387,9/12/2014,10:41:25 PM,41,27.4
388,9/12/2014,10:41:26 PM,40,27.4
389,9/12/2014,10:41:27 PM,40,27.4
390,9/12/2014,10:41:28 PM,40,27.4
391,9/12/2014,10:41:29 PM,40,27.4
392,9/12/2014,10:41:30 PM,40,27.4
393,9/12/2014,10:41:31 PM,40,27.4
394,9/12/2014,10:41:32 PM,40,27.4
395,9/12/2014,10:41:33 PM,40,27.4
396,9/12/2014,10:41:34 PM,40,27.4
397,9/12/2014,10:41:35 PM,40,27.4
398,9/12/2014,10:41:36 PM,40,27.4
399,9/12/2014,10:41:37 PM,40,27.4
400,9/12/2014,10:41:38 PM,40,27.4
401,9/12/2014,10:41:39 PM,40,27.4
402,9/12/2014,10:41:40 PM,40,27.4
403,9/12/2014,10:41:41 PM,40,27.4
404,9/12/2014,10:41:42 PM,40,27.4
405,9/12/2014,10:41:43 PM,40,27.4
406,9/12/2014,10:41:44 PM,40,27.4
407,9/12/2014,10:41:45 PM,40,27.4
408,9/12/2014,10:41:46 PM,40,27.4
409,9/12/2014,10:41:47 PM,40,27.4
410,9/12/2014,10:41:48 PM,40,27.4
411,9/12/2014,10:41:49 PM,40,27.4
412,9/12/2014,10:41:50 PM,40,27.4
413,9/12/2014,10:41:51 PM,40,27.4
414,9/12/2014,10:41:52 PM,40,27.4
415,9/12/2014,10:41:53 PM,40,27.4
416,9/12/2014,10:41:54 PM,40,27.4
417,9/12/2014,10:41:55 PM,40,27.4
418,9/12/2014,10:41:56 PM,40,27.4
419,9/12/2014,10:41:57 PM,40,27.4
420,9/12/2014,10:41:58 PM,40,27.4
421,9/12/2014,10:41:59 PM,40,27.4
422,9/12/2014,10:42:00 PM,40,27.4
423,9/12/2014,10:42:01 PM,40,27.4
424,9/12/2014,10:42:02 PM,40,27.4
425,9/12/2014,10:42:03 PM,40,27.4
426,9/12/2014,10:42:04 PM,40,27.4
427,9/12/2014,10:42:05 PM,40,27.4
428,9/12/2014,10:42:06 PM,40,27.4
429,9/12/2014,10:42:07 PM,40,27.4
430,9/12/2014,10:42:08 PM,40,27.4
431,9/12/2014,10:42:09 PM,40,27.4
432,9/12/2014,10:42:10 PM,40,27.4
433,9/12/2014,10:42:12 PM,40,27.4
434,9/12/2014,10:42:13 PM,40,27.4
435,9/12/2014,10:42:14 PM,40,27.4
436,9/12/2014,10:42:15 PM,40,27.4
437,9/12/2014,10:42:16 PM,40,27.4
438,9/12/2014,10:42:17 PM,40,27.4
439,9/12/2014,10:42:18 PM,40,27.4
440,9/12/2014,10:42:19 PM,40,27.4
441,9/12/2014,10:42:20 PM,40,27.4
442,9/12/2014,10:42:21 PM,40,27.4
443,9/12/2014,10:42:22 PM,40,27.4
444,9/12/2014,10:42:23 PM,40,27.4
445,9/12/2014,10:42:24 PM,40,27.4
446,9/12/2014,10:42:25 PM,40,27.4
447,9/12/2014,10:42:26 PM,40,27.4
448,9/12/2014,10:42:27 PM,40,27.4
449,9/12/2014,10:42:28 PM,40,27.4
450,9/12/2014,10:42:29 PM,40,27.4
451,9/12/2014,10:42:30 PM,40,27.4
452,9/12/2014,10:42:31 PM,40,27.4
453,9/12/2014,10:42:32 PM,40,27.4
454,9/12/2014,10:42:33 PM,40,27.4
455,9/12/2014,10:42:34 PM,40,27.4
456,9/12/2014,10:42:35 PM,40,27.4
457,9/12/2014,10:42:36 PM,40,27.4
458,9/12/2014,10:42:37 PM,40,27.4
459,9/12/2014,10:42:38 PM,40,27.4
460,9/12/2014,10:42:39 PM,40,27.4
461,9/12/2014,10:42:40 PM,40,27.4
462,9/12/2014,10:42:41 PM,40,27.4
463,9/12/2014,10:42:42 PM,40,27.4
464,9/12/2014,10:42:43 PM,40,27.4
465,9/12/2014,10:42:44 PM,40,27.4
466,9/12/2014,10:42:45 PM,40,27.4
467,9/12/2014,10:42:46 PM,40,27.3
468,9/12/2014,10:42:47 PM,40,27.3
469,9/12/2014,10:42:48 PM,40,27.3
470,9/12/2014,10:42:49 PM,40,27.3
471,9/12/2014,10:42:50 PM,40,27.3
472,9/12/2014,10:42:51 PM,40,27.3
473,9/12/2014,10:42:52 PM,39,27.3
474,9/12/2014,10:42:53 PM,39,27.3
475,9/12/2014,10:42:54 PM,39,27.3
476,9/12/2014,10:42:55 PM,39,27.3
477,9/12/2014,10:42:56 PM,39,27.3
478,9/12/2014,10:42:57 PM,39,27.3
479,9/12/2014,10:42:58 PM,39,27.3
480,9/12/2014,10:42:59 PM,39,27.3
481,9/12/2014,10:43:00 PM,39,27.3
482,9/12/2014,10:43:01 PM,39,27.3
483,9/12/2014,10:43:02 PM,39,27.3
484,9/12/2014,10:43:03 PM,39,27.3
485,9/12/2014,10:43:04 PM,39,27.3
486,9/12/2014,10:43:05 PM,39,27.3
487,9/12/2014,10:43:06 PM,39,27.3
488,9/12/2014,10:43:07 PM,39,27.3
489,9/12/2014,10:43:08 PM,39,27.3
490,9/12/2014,10:43:09 PM,39,27.3
491,9/12/2014,10:43:10 PM,39,27.3
492,9/12/2014,10:43:11 PM,39,27.3
493,9/12/2014,10:43:12 PM,39,27.3
494,9/12/2014,10:43:13 PM,39,27.3
495,9/12/2014,10:43:14 PM,39,27.3
496,9/12/2014,10:43:15 PM,39,27.3
497,9/12/2014,10:43:16 PM,39,27.3
498,9/12/2014,10:43:17 PM,39,27.3
499,9/12/2014,10:43:18 PM,39,27.3
500,9/12/2014,10:43:19 PM,39,27.3
501,9/12/2014,10:43:20 PM,39,27.3
502,9/12/2014,10:43:21 PM,39,27.3
503,9/12/2014,10:43:22 PM,39,27.3
504,9/12/2014,10:43:24 PM,39,27.3
505,9/12/2014,10:43:25 PM,39,27.3
506,9/12/2014,10:43:26 PM,39,27.3
507,9/12/2014,10:43:27 PM,39,27.3
508,9/12/2014,10:43:28 PM,39,27.3
509,9/12/2014,10:43:29 PM,39,27.3
510,9/12/2014,10:43:30 PM,39,27.3
511,9/12/2014,10:43:31 PM,39,27.3
512,9/12/2014,10:43:32 PM,39,27.3
513,9/12/2014,10:43:33 PM,39,27.3
514,9/12/2014,10:43:34 PM,39,27.3
515,9/12/2014,10:43:35 PM,39,27.3
516,9/12/2014,10:43:36 PM,39,27.3
517,9/12/2014,10:43:37 PM,39,27.3
518,9/12/2014,10:43:38 PM,39,27.3
519,9/12/2014,10:43:39 PM,39,27.3
520,9/12/2014,10:43:40 PM,39,27.3
521,9/12/2014,10:43:41 PM,39,27.3
522,9/12/2014,10:43:42 PM,39,27.3
523,9/12/2014,10:43:43 PM,39,27.3
524,9/12/2014,10:43:44 PM,39,27.3
525,9/12/2014,10:43:45 PM,39,27.3
526,9/12/2014,10:43:46 PM,39,27.3
527,9/12/2014,10:43:47 PM,39,27.3
528,9/12/2014,10:43:48 PM,39,27.3
529,9/12/2014,10:43:49 PM,39,27.3
530,9/12/2014,10:43:50 PM,38,27.3
531,9/12/2014,10:43:51 PM,38,27.3
532,9/12/2014,10:43:52 PM,38,27.3
533,9/12/2014,10:43:53 PM,38,27.3
534,9/12/2014,10:43:54 PM,38,27.3
535,9/12/2014,10:43:55 PM,38,27.3
536,9/12/2014,10:43:56 PM,38,27.3
537,9/12/2014,10:43:57 PM,38,27.3
538,9/12/2014,10:43:58 PM,38,27.3
539,9/12/2014,10:43:59 PM,38,27.3
540,9/12/2014,10:44:00 PM,38,27.3
541,9/12/2014,10:44:01 PM,38,27.3
542,9/12/2014,10:44:02 PM,38,27.3
543,9/12/2014,10:44:03 PM,38,27.3
544,9/12/2014,10:44:04 PM,38,27.3
545,9/12/2014,10:44:05 PM,38,27.3
546,9/12/2014,10:44:06 PM,38,27.3
547,9/12/2014,10:44:07 PM,38,27.3
548,9/12/2014,10:44:08 PM,38,27.3
549,9/12/2014,10:44:09 PM,38,27.3
550,9/12/2014,10:44:10 PM,39,27.3
551,9/12/2014,10:44:11 PM,39,27.3
552,9/12/2014,10:44:12 PM,39,27.3
553,9/12/2014,10:44:13 PM,39,27.3
554,9/12/2014,10:44:14 PM,39,27.3
555,9/12/2014,10:44:15 PM,39,27.3
556,9/12/2014,10:44:16 PM,39,27.3
557,9/12/2014,10:44:17 PM,39,27.3
558,9/12/2014,10:44:18 PM,38,27.3
559,9/12/2014,10:44:19 PM,38,27.3
560,9/12/2014,10:44:20 PM,38,27.3
561,9/12/2014,10:44:21 PM,38,27.3
562,9/12/2014,10:44:22 PM,38,27.3
563,9/12/2014,10:44:23 PM,38,27.3
564,9/12/2014,10:44:24 PM,38,27.3
565,9/12/2014,10:44:25 PM,38,27.3
566,9/12/2014,10:44:26 PM,38,27.3
567,9/12/2014,10:44:27 PM,38,27.3
568,9/12/2014,10:44:28 PM,38,27.3
569,9/12/2014,10:44:29 PM,39,27.3
570,9/12/2014,10:44:30 PM,39,27.3
571,9/12/2014,10:44:31 PM,39,27.3
572,9/12/2014,10:44:32 PM,39,27.3
573,9/12/2014,10:44:33 PM,38,27.3
574,9/12/2014,10:44:34 PM,38,27.3
575,9/12/2014,10:44:36 PM,38,27.3
