Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient


Interval:,1,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C
189,9/12/2014,11:43:19 PM,80,26.5
190,9/12/2014,11:43:20 PM,80,26.5
191,9/12/2014,11:43:21 PM,80,26.5
192,9/12/2014,11:43:22 PM,82,26.5
193,9/12/2014,11:43:23 PM,82,26.5
194,9/12/2014,11:43:24 PM,82,26.5
195,9/12/2014,11:43:25 PM,82,26.5
196,9/12/2014,11:43:26 PM,82,26.5
197,9/12/2014,11:43:27 PM,83,26.5
198,9/12/2014,11:43:28 PM,83,26.5
199,9/12/2014,11:43:29 PM,84,26.5
200,9/12/2014,11:43:30 PM,84,26.5
201,9/12/2014,11:43:31 PM,85,26.5
202,9/12/2014,11:43:32 PM,85,26.5
203,9/12/2014,11:43:33 PM,87,26.5
204,9/12/2014,11:43:34 PM,87,26.5
205,9/12/2014,11:43:35 PM,87,26.5
206,9/12/2014,11:43:36 PM,87,26.5
207,9/12/2014,11:43:37 PM,87,26.5
208,9/12/2014,11:43:38 PM,87,26.5
209,9/12/2014,11:43:39 PM,87,26.5
210,9/12/2014,11:43:40 PM,87,26.5
211,9/12/2014,11:43:41 PM,89,26.5
212,9/12/2014,11:43:42 PM,89,26.5
213,9/12/2014,11:43:43 PM,89,26.5
214,9/12/2014,11:43:44 PM,89,26.5
215,9/12/2014,11:43:45 PM,89,26.5
216,9/12/2014,11:43:46 PM,89,26.5
217,9/12/2014,11:43:47 PM,89,26.5
218,9/12/2014,11:43:48 PM,91,26.5
219,9/12/2014,11:43:49 PM,91,26.5
220,9/12/2014,11:43:50 PM,91,26.5
221,9/12/2014,11:43:51 PM,91,26.5
222,9/12/2014,11:43:52 PM,92,26.5
223,9/12/2014,11:43:53 PM,93,26.5
224,9/12/2014,11:43:54 PM,93,26.5
225,9/12/2014,11:43:55 PM,93,26.5
226,9/12/2014,11:43:56 PM,93,26.5
227,9/12/2014,11:43:57 PM,94,26.5
228,9/12/2014,11:43:58 PM,94,26.5
229,9/12/2014,11:43:59 PM,94,26.5
230,9/12/2014,11:44:00 PM,94,26.5
231,9/12/2014,11:44:01 PM,94,26.5
232,9/12/2014,11:44:02 PM,96,26.5
233,9/12/2014,11:44:03 PM,96,26.5
234,9/12/2014,11:44:04 PM,96,26.5
235,9/12/2014,11:44:05 PM,96,26.5
236,9/12/2014,11:44:06 PM,96,26.5
237,9/12/2014,11:44:07 PM,97,26.5
238,9/12/2014,11:44:08 PM,97,26.5
239,9/12/2014,11:44:09 PM,97,26.5
240,9/12/2014,11:44:10 PM,97,26.5
241,9/12/2014,11:44:11 PM,99,26.5
242,9/12/2014,11:44:12 PM,99,26.5
243,9/12/2014,11:44:13 PM,99,26.5
244,9/12/2014,11:44:14 PM,99,26.5
245,9/12/2014,11:44:16 PM,99,26.5
246,9/12/2014,11:44:17 PM,99,26.5
247,9/12/2014,11:44:18 PM,100,26.5
248,9/12/2014,11:44:19 PM,100,26.5
249,9/12/2014,11:44:20 PM,102,26.5
250,9/12/2014,11:44:21 PM,102,26.5
251,9/12/2014,11:44:22 PM,102,26.5
252,9/12/2014,11:44:23 PM,102,26.5
253,9/12/2014,11:44:24 PM,102,26.5
254,9/12/2014,11:44:25 PM,102,26.5
255,9/12/2014,11:44:26 PM,104,26.5
256,9/12/2014,11:44:27 PM,104,26.5
257,9/12/2014,11:44:28 PM,104,26.5
258,9/12/2014,11:44:29 PM,104,26.5
259,9/12/2014,11:44:30 PM,104,26.5
260,9/12/2014,11:44:31 PM,104,26.5
261,9/12/2014,11:44:32 PM,104,26.5
262,9/12/2014,11:44:33 PM,105,26.5
263,9/12/2014,11:44:34 PM,105,26.5
264,9/12/2014,11:44:35 PM,105,26.5
265,9/12/2014,11:44:36 PM,105,26.5
266,9/12/2014,11:44:37 PM,107,26.5
267,9/12/2014,11:44:38 PM,107,26.5
268,9/12/2014,11:44:39 PM,107,26.5
269,9/12/2014,11:44:40 PM,107,26.5
270,9/12/2014,11:44:41 PM,107,26.5
271,9/12/2014,11:44:42 PM,107,26.5
272,9/12/2014,11:44:43 PM,107,26.5
273,9/12/2014,11:44:44 PM,107,26.5
274,9/12/2014,11:44:45 PM,108,26.5
275,9/12/2014,11:44:46 PM,109,26.5
276,9/12/2014,11:44:47 PM,109,26.5
277,9/12/2014,11:44:48 PM,110,26.5
278,9/12/2014,11:44:49 PM,110,26.5
279,9/12/2014,11:44:50 PM,110,26.5
280,9/12/2014,11:44:51 PM,110,26.5
281,9/12/2014,11:44:52 PM,110,26.5
282,9/12/2014,11:44:53 PM,110,26.5
283,9/12/2014,11:44:54 PM,110,26.5
284,9/12/2014,11:44:55 PM,110,26.5
285,9/12/2014,11:44:56 PM,110,26.5
286,9/12/2014,11:44:57 PM,112,26.5
287,9/12/2014,11:44:58 PM,112,26.5
288,9/12/2014,11:44:59 PM,112,26.5
289,9/12/2014,11:45:00 PM,113,26.5
290,9/12/2014,11:45:01 PM,113,26.5
291,9/12/2014,11:45:02 PM,113,26.5
292,9/12/2014,11:45:03 PM,113,26.5
293,9/12/2014,11:45:04 PM,113,26.5
294,9/12/2014,11:45:05 PM,115,26.5
295,9/12/2014,11:45:06 PM,115,26.5
296,9/12/2014,11:45:07 PM,115,26.5
297,9/12/2014,11:45:08 PM,115,26.5
298,9/12/2014,11:45:09 PM,115,26.5
299,9/12/2014,11:45:10 PM,115,26.5
300,9/12/2014,11:45:11 PM,115,26.5
301,9/12/2014,11:45:12 PM,116,26.5
302,9/12/2014,11:45:13 PM,116,26.5
303,9/12/2014,11:45:14 PM,116,26.5
304,9/12/2014,11:45:15 PM,116,26.5
305,9/12/2014,11:45:16 PM,116,26.5
306,9/12/2014,11:45:17 PM,116,26.5
307,9/12/2014,11:45:18 PM,116,26.5
308,9/12/2014,11:45:19 PM,116,26.5
309,9/12/2014,11:45:20 PM,116,26.5
310,9/12/2014,11:45:21 PM,118,26.5
311,9/12/2014,11:45:22 PM,118,26.5
312,9/12/2014,11:45:23 PM,118,26.5
313,9/12/2014,11:45:24 PM,118,26.5
314,9/12/2014,11:45:25 PM,118,26.5
315,9/12/2014,11:45:26 PM,119,26.5
316,9/12/2014,11:45:28 PM,119,26.5
317,9/12/2014,11:45:29 PM,119,26.5
318,9/12/2014,11:45:30 PM,119,26.5
319,9/12/2014,11:45:31 PM,119,26.5
320,9/12/2014,11:45:32 PM,119,26.5
321,9/12/2014,11:45:33 PM,119,26.5
322,9/12/2014,11:45:34 PM,119,26.5
323,9/12/2014,11:45:35 PM,121,26.5
324,9/12/2014,11:45:36 PM,121,26.5
325,9/12/2014,11:45:37 PM,121,26.5
326,9/12/2014,11:45:38 PM,121,26.5
327,9/12/2014,11:45:39 PM,121,26.5
328,9/12/2014,11:45:40 PM,121,26.5
329,9/12/2014,11:45:41 PM,121,26.5
330,9/12/2014,11:45:42 PM,123,26.5
331,9/12/2014,11:45:43 PM,123,26.5
332,9/12/2014,11:45:44 PM,123,26.5
333,9/12/2014,11:45:45 PM,123,26.5
334,9/12/2014,11:45:46 PM,123,26.5
335,9/12/2014,11:45:47 PM,123,26.5
336,9/12/2014,11:45:48 PM,124,26.5
337,9/12/2014,11:45:49 PM,124,26.5
338,9/12/2014,11:45:50 PM,124,26.5
339,9/12/2014,11:45:51 PM,124,26.5
340,9/12/2014,11:45:52 PM,124,26.5
341,9/12/2014,11:45:53 PM,124,26.5
342,9/12/2014,11:45:54 PM,124,26.5
343,9/12/2014,11:45:55 PM,125,26.6
344,9/12/2014,11:45:56 PM,125,26.6
345,9/12/2014,11:45:57 PM,127,26.6
346,9/12/2014,11:45:58 PM,127,26.6
347,9/12/2014,11:45:59 PM,127,26.6
348,9/12/2014,11:46:00 PM,127,26.6
349,9/12/2014,11:46:01 PM,127,26.6
350,9/12/2014,11:46:02 PM,127,26.6
351,9/12/2014,11:46:03 PM,127,26.6
352,9/12/2014,11:46:04 PM,127,26.6
353,9/12/2014,11:46:05 PM,127,26.6
354,9/12/2014,11:46:06 PM,127,26.6
355,9/12/2014,11:46:07 PM,129,26.6
356,9/12/2014,11:46:08 PM,129,26.6
357,9/12/2014,11:46:09 PM,129,26.6
358,9/12/2014,11:46:10 PM,129,26.6
359,9/12/2014,11:46:11 PM,129,26.6
360,9/12/2014,11:46:12 PM,129,26.6
361,9/12/2014,11:46:13 PM,129,26.6
362,9/12/2014,11:46:14 PM,129,26.6
363,9/12/2014,11:46:15 PM,129,26.6
364,9/12/2014,11:46:16 PM,129,26.6
365,9/12/2014,11:46:17 PM,129,26.6
366,9/12/2014,11:46:18 PM,129,26.6
367,9/12/2014,11:46:19 PM,129,26.6
368,9/12/2014,11:46:20 PM,129,26.6
369,9/12/2014,11:46:21 PM,130,26.6
370,9/12/2014,11:46:22 PM,130,26.6
371,9/12/2014,11:46:23 PM,130,26.6
372,9/12/2014,11:46:24 PM,130,26.6
373,9/12/2014,11:46:25 PM,130,26.6
374,9/12/2014,11:46:26 PM,130,26.6
375,9/12/2014,11:46:27 PM,132,26.6
376,9/12/2014,11:46:28 PM,132,26.6
377,9/12/2014,11:46:29 PM,132,26.6
378,9/12/2014,11:46:30 PM,132,26.6
379,9/12/2014,11:46:31 PM,132,26.6
380,9/12/2014,11:46:32 PM,132,26.6
381,9/12/2014,11:46:33 PM,133,26.6
382,9/12/2014,11:46:34 PM,133,26.6
383,9/12/2014,11:46:35 PM,133,26.6
384,9/12/2014,11:46:36 PM,134,26.6
385,9/12/2014,11:46:37 PM,134,26.6
386,9/12/2014,11:46:38 PM,134,26.6
387,9/12/2014,11:46:39 PM,135,26.6
388,9/12/2014,11:46:41 PM,135,26.6
389,9/12/2014,11:46:42 PM,135,26.6
390,9/12/2014,11:46:43 PM,135,26.6
391,9/12/2014,11:46:44 PM,135,26.6
392,9/12/2014,11:46:45 PM,135,26.6
393,9/12/2014,11:46:46 PM,135,26.6
394,9/12/2014,11:46:47 PM,135,26.6
395,9/12/2014,11:46:48 PM,135,26.6
396,9/12/2014,11:46:49 PM,135,26.6
397,9/12/2014,11:46:50 PM,135,26.6
398,9/12/2014,11:46:51 PM,135,26.6
399,9/12/2014,11:46:52 PM,135,26.6
400,9/12/2014,11:46:53 PM,135,26.6
401,9/12/2014,11:46:54 PM,136,26.6
402,9/12/2014,11:46:55 PM,138,26.6
403,9/12/2014,11:46:56 PM,138,26.6
404,9/12/2014,11:46:57 PM,138,26.6
405,9/12/2014,11:46:58 PM,138,26.6
406,9/12/2014,11:46:59 PM,138,26.6
407,9/12/2014,11:47:00 PM,138,26.6
408,9/12/2014,11:47:01 PM,138,26.6
409,9/12/2014,11:47:02 PM,138,26.6
410,9/12/2014,11:47:03 PM,138,26.6
411,9/12/2014,11:47:04 PM,138,26.6
412,9/12/2014,11:47:05 PM,138,26.6
413,9/12/2014,11:47:06 PM,138,26.6
414,9/12/2014,11:47:07 PM,139,26.6
415,9/12/2014,11:47:08 PM,139,26.6
416,9/12/2014,11:47:09 PM,139,26.6
417,9/12/2014,11:47:10 PM,141,26.6
418,9/12/2014,11:47:11 PM,141,26.6
419,9/12/2014,11:47:12 PM,141,26.6
420,9/12/2014,11:47:13 PM,141,26.6
421,9/12/2014,11:47:14 PM,141,26.6
422,9/12/2014,11:47:15 PM,141,26.6
423,9/12/2014,11:47:16 PM,141,26.6
424,9/12/2014,11:47:17 PM,141,26.6
425,9/12/2014,11:47:18 PM,141,26.6
426,9/12/2014,11:47:19 PM,141,26.6
427,9/12/2014,11:47:20 PM,141,26.6
428,9/12/2014,11:47:21 PM,141,26.6
429,9/12/2014,11:47:22 PM,141,26.6
430,9/12/2014,11:47:23 PM,141,26.6
431,9/12/2014,11:47:24 PM,141,26.6
432,9/12/2014,11:47:25 PM,141,26.6
433,9/12/2014,11:47:26 PM,141,26.6
434,9/12/2014,11:47:27 PM,142,26.6
435,9/12/2014,11:47:28 PM,142,26.6
436,9/12/2014,11:47:29 PM,142,26.6
437,9/12/2014,11:47:30 PM,144,26.6
438,9/12/2014,11:47:31 PM,144,26.6
439,9/12/2014,11:47:32 PM,144,26.6
440,9/12/2014,11:47:33 PM,144,26.6
441,9/12/2014,11:47:34 PM,144,26.6
442,9/12/2014,11:47:35 PM,144,26.6
443,9/12/2014,11:47:36 PM,144,26.6
444,9/12/2014,11:47:37 PM,144,26.6
445,9/12/2014,11:47:38 PM,144,26.6
446,9/12/2014,11:47:39 PM,144,26.6
447,9/12/2014,11:47:40 PM,144,26.6
448,9/12/2014,11:47:41 PM,144,26.6
449,9/12/2014,11:47:42 PM,144,26.6
450,9/12/2014,11:47:43 PM,145,26.6
451,9/12/2014,11:47:44 PM,145,26.6
452,9/12/2014,11:47:45 PM,147,26.6
453,9/12/2014,11:47:46 PM,147,26.6
454,9/12/2014,11:47:47 PM,147,26.6
455,9/12/2014,11:47:48 PM,147,26.6
456,9/12/2014,11:47:49 PM,147,26.6
457,9/12/2014,11:47:50 PM,147,26.6
458,9/12/2014,11:47:51 PM,147,26.6
459,9/12/2014,11:47:53 PM,147,26.6
460,9/12/2014,11:47:54 PM,147,26.6
461,9/12/2014,11:47:55 PM,147,26.5
462,9/12/2014,11:47:56 PM,147,26.5
463,9/12/2014,11:47:57 PM,147,26.5
464,9/12/2014,11:47:58 PM,147,26.5
465,9/12/2014,11:47:59 PM,147,26.5
466,9/12/2014,11:48:00 PM,147,26.5
467,9/12/2014,11:48:01 PM,147,26.5
468,9/12/2014,11:48:02 PM,147,26.5
469,9/12/2014,11:48:03 PM,148,26.5
470,9/12/2014,11:48:04 PM,148,26.5
471,9/12/2014,11:48:05 PM,148,26.5
472,9/12/2014,11:48:06 PM,148,26.5
473,9/12/2014,11:48:07 PM,148,26.5
474,9/12/2014,11:48:08 PM,148,26.5
475,9/12/2014,11:48:09 PM,148,26.5
476,9/12/2014,11:48:10 PM,148,26.5
477,9/12/2014,11:48:11 PM,149,26.5
478,9/12/2014,11:48:12 PM,149,26.5
479,9/12/2014,11:48:13 PM,149,26.6
480,9/12/2014,11:48:14 PM,151,26.6
481,9/12/2014,11:48:15 PM,151,26.6
482,9/12/2014,11:48:16 PM,151,26.6
483,9/12/2014,11:48:17 PM,151,26.6
484,9/12/2014,11:48:18 PM,151,26.6
485,9/12/2014,11:48:19 PM,151,26.6
486,9/12/2014,11:48:20 PM,151,26.6
487,9/12/2014,11:48:21 PM,151,26.6
488,9/12/2014,11:48:22 PM,151,26.6
489,9/12/2014,11:48:23 PM,151,26.6
490,9/12/2014,11:48:24 PM,151,26.6
491,9/12/2014,11:48:25 PM,151,26.6
492,9/12/2014,11:48:26 PM,151,26.6
493,9/12/2014,11:48:27 PM,152,26.6
494,9/12/2014,11:48:28 PM,152,26.6
495,9/12/2014,11:48:29 PM,152,26.6
496,9/12/2014,11:48:30 PM,152,26.6
497,9/12/2014,11:48:31 PM,152,26.6
498,9/12/2014,11:48:32 PM,152,26.6
499,9/12/2014,11:48:33 PM,154,26.6
500,9/12/2014,11:48:34 PM,154,26.5
501,9/12/2014,11:48:35 PM,154,26.6
502,9/12/2014,11:48:36 PM,154,26.6
503,9/12/2014,11:48:37 PM,154,26.6
504,9/12/2014,11:48:38 PM,154,26.6
505,9/12/2014,11:48:39 PM,154,26.6
506,9/12/2014,11:48:40 PM,154,26.6
507,9/12/2014,11:48:41 PM,154,26.6
508,9/12/2014,11:48:42 PM,154,26.6
509,9/12/2014,11:48:43 PM,154,26.6
510,9/12/2014,11:48:44 PM,154,26.6
511,9/12/2014,11:48:45 PM,155,26.6
512,9/12/2014,11:48:46 PM,155,26.6
513,9/12/2014,11:48:47 PM,155,26.6
514,9/12/2014,11:48:48 PM,155,26.6
515,9/12/2014,11:48:49 PM,155,26.6
516,9/12/2014,11:48:50 PM,155,26.6
517,9/12/2014,11:48:51 PM,155,26.6
518,9/12/2014,11:48:52 PM,155,26.6
519,9/12/2014,11:48:53 PM,155,26.6
520,9/12/2014,11:48:54 PM,155,26.6
521,9/12/2014,11:48:55 PM,155,26.6
522,9/12/2014,11:48:56 PM,155,26.6
523,9/12/2014,11:48:57 PM,155,26.6
524,9/12/2014,11:48:58 PM,155,26.6
525,9/12/2014,11:48:59 PM,156,26.6
526,9/12/2014,11:49:00 PM,156,26.6
527,9/12/2014,11:49:01 PM,157,26.6
528,9/12/2014,11:49:02 PM,157,26.6
529,9/12/2014,11:49:03 PM,157,26.6
530,9/12/2014,11:49:04 PM,157,26.6
531,9/12/2014,11:49:06 PM,157,26.6
532,9/12/2014,11:49:07 PM,157,26.6
533,9/12/2014,11:49:08 PM,157,26.6
534,9/12/2014,11:49:09 PM,157,26.6
535,9/12/2014,11:49:10 PM,158,26.6
536,9/12/2014,11:49:11 PM,158,26.6
537,9/12/2014,11:49:12 PM,158,26.6
538,9/12/2014,11:49:13 PM,158,26.6
539,9/12/2014,11:49:14 PM,158,26.6
540,9/12/2014,11:49:15 PM,158,26.6
541,9/12/2014,11:49:16 PM,158,26.6
542,9/12/2014,11:49:17 PM,158,26.6
543,9/12/2014,11:49:18 PM,159,26.6
544,9/12/2014,11:49:19 PM,159,26.6
545,9/12/2014,11:49:20 PM,159,26.6
546,9/12/2014,11:49:21 PM,159,26.6
547,9/12/2014,11:49:22 PM,159,26.6
548,9/12/2014,11:49:23 PM,159,26.6
549,9/12/2014,11:49:24 PM,159,26.6
550,9/12/2014,11:49:25 PM,159,26.6
551,9/12/2014,11:49:26 PM,159,26.6
552,9/12/2014,11:49:27 PM,159,26.6
553,9/12/2014,11:49:28 PM,159,26.6
554,9/12/2014,11:49:29 PM,159,26.6
555,9/12/2014,11:49:30 PM,160,26.6
556,9/12/2014,11:49:31 PM,160,26.6
557,9/12/2014,11:49:32 PM,160,26.6
558,9/12/2014,11:49:33 PM,160,26.6
559,9/12/2014,11:49:34 PM,160,26.6
560,9/12/2014,11:49:35 PM,160,26.6
561,9/12/2014,11:49:36 PM,160,26.6
562,9/12/2014,11:49:37 PM,160,26.6
563,9/12/2014,11:49:38 PM,161,26.6
564,9/12/2014,11:49:39 PM,161,26.6
565,9/12/2014,11:49:40 PM,161,26.6
566,9/12/2014,11:49:41 PM,161,26.6
567,9/12/2014,11:49:42 PM,161,26.6
568,9/12/2014,11:49:43 PM,161,26.6
569,9/12/2014,11:49:44 PM,161,26.6
570,9/12/2014,11:49:45 PM,161,26.6
571,9/12/2014,11:49:46 PM,162,26.6
572,9/12/2014,11:49:47 PM,162,26.6
573,9/12/2014,11:49:48 PM,162,26.6
574,9/12/2014,11:49:49 PM,162,26.6
575,9/12/2014,11:49:50 PM,162,26.6
