Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient


Interval:,1,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C
449,9/13/2014,3:48:35 AM,229,26.0
450,9/13/2014,3:48:36 AM,229,26.0
451,9/13/2014,3:48:37 AM,231,26.0
452,9/13/2014,3:48:38 AM,231,26.0
453,9/13/2014,3:48:39 AM,231,26.0
454,9/13/2014,3:48:40 AM,231,26.0
455,9/13/2014,3:48:41 AM,231,26.0
456,9/13/2014,3:48:42 AM,231,26.0
457,9/13/2014,3:48:43 AM,232,26.0
458,9/13/2014,3:48:44 AM,233,26.0
459,9/13/2014,3:48:45 AM,233,26.0
460,9/13/2014,3:48:46 AM,233,26.0
461,9/13/2014,3:48:47 AM,233,26.0
462,9/13/2014,3:48:48 AM,233,26.0
463,9/13/2014,3:48:50 AM,234,26.0
464,9/13/2014,3:48:51 AM,234,26.0
465,9/13/2014,3:48:52 AM,234,26.0
466,9/13/2014,3:48:53 AM,234,26.0
---------------------------------------------------------------------------------

